"U.S. Border Patrol Blaine and Spokane Sectors' Processed Subjects in I-44 Events"||||||||||
"January 1, 2012 - June 30, 2019"||||||||||
"Data includes Deportable and Non-Deportable Processed Subjects"||||||||||
"Data Source: EID (Unofficial) as of 9/30/19"||||||||||
||||||||||
||||||||||
"APPR_DT_TIME"|"SECTOR"|"APP_AGE"|"GENDER"|"COMPLEXION"|"HAIR_COLOR"|"EYE_COLOR"|"CITIZENSHIP"|"STATUS_WHEN_FOUND"|"CRIMINAL_ALIEN"|"DEPORTABLE"
1/21/2015 1:00:00 PM|"SPW"|25|"Female"||"BLK"||"UNITED STATES"||"N"|"N"
1/25/2015 7:00:00 PM|"BLW"|18|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
1/25/2015 7:00:00 PM|"BLW"|44|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
1/25/2015 7:00:00 PM|"BLW"|49|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
1/26/2015 11:30:00 AM|"SPW"|23|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
1/26/2015 11:30:00 AM|"SPW"|19|"Female"||"BLN"||"UNITED STATES"||"N"|"N"
1/26/2015 11:30:00 AM|"SPW"|19|"Female"||"BLK"||"UNITED STATES"||"N"|"N"
1/26/2015 12:00:00 PM|"BLW"|37|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
1/27/2015 1:52:00 PM|"BLW"|25|"Male"||"BRO"|"BRO"|"CANADA"||"Y"|"N"
1/27/2015 3:30:00 PM|"SPW"|53|"Male"||"WHI"|"BLU"|"UNITED STATES"||"N"|"N"
1/27/2015 4:51:00 PM|"BLW"|33|"Male"|"MBR"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
1/28/2015 11:15:00 AM|"BLW"|43|"Male"|||"HAZ"|"UNITED STATES"||"N"|"N"
1/28/2015 3:15:00 PM|"SPW"|53|"Female"||||"UNITED STATES"||"N"|"N"
1/30/2015 5:15:00 PM|"BLW"|50|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
1/31/2015 10:09:00 AM|"BLW"|27|"Male"|"LBR"|"BLK"|"BRO"|"INDIA"||"N"|"Y"
2/1/2015 6:30:00 PM|"SPW"|22|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
2/1/2015 6:30:00 PM|"SPW"|22|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
2/3/2015 11:36:00 AM|"SPW"|23|"Male"|"LBR"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
2/4/2015 5:45:00 PM|"BLW"|18|"Male"|"LBR"|"BLK"|"BRO"|"GUATEMALA"|"TRAVEL/SEEKING"|"N"|"Y"
2/5/2015 5:40:00 PM|"SPW"|24|"Male"||"BLN"|"HAZ"|"UNITED STATES"||"N"|"N"
2/6/2015 2:14:00 PM|"BLW"|47|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
2/6/2015 4:00:00 PM|"SPW"|40|"Male"||||"MEXICO"||"N"|"N"
2/7/2015 1:40:00 PM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"IN TRAVEL"|"Y"|"Y"
2/9/2015 1:33:00 PM|"BLW"|22|"Female"||"BRO"|"BRO"|"MEXICO"||"N"|"N"
2/12/2015 6:10:00 PM|"BLW"|48|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
2/13/2015 4:00:00 PM|"BLW"|22|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
2/16/2015 1:44:00 PM|"SPW"|29|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
2/16/2015 7:23:00 PM|"BLW"|33|"Female"|"MBR"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
2/17/2015 7:25:00 AM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
2/17/2015 10:28:00 AM|"SPW"|37|"Male"||||"MEXICO"||"N"|"N"
2/17/2015 1:30:00 PM|"SPW"|38|"Female"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
2/17/2015 6:30:00 PM|"SPW"|26|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
2/17/2015 6:30:00 PM|"SPW"|50|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
2/19/2015 1:50:00 AM|"SPW"|26|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"Y"
2/19/2015 4:39:00 AM|"BLW"|47|"Male"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
2/22/2015 5:50:00 PM|"SPW"|57|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
2/23/2015 12:52:00 PM|"BLW"|50|"Male"||"BLD"|"BLU"|"UNITED STATES"||"N"|"N"
2/26/2015 8:32:00 PM|"BLW"|36|"Male"|"LBR"|"BLK"|"BLK"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
2/28/2015 1:15:00 PM|"SPW"|41|"Male"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
3/1/2015 7:35:00 AM|"BLW"|60|"Male"||"BRO"|"BLU"|"CANADA"||"N"|"N"
3/2/2015 12:30:00 PM|"SPW"|34|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
3/4/2015 11:00:00 AM|"SPW"|41|"Male"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
3/4/2015 3:30:00 PM|"BLW"|28|"Male"||"BRO"|"BRO"|"MEXICO"||"N"|"N"
3/5/2015 12:00:00 PM|"SPW"|29|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/5/2015 12:00:00 PM|"SPW"|19|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/5/2015 3:30:00 PM|"SPW"|39|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
3/6/2015 10:15:00 AM|"SPW"|40|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/6/2015 10:15:00 AM|"SPW"|34|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/6/2015 10:45:00 AM|"SPW"|31|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/7/2015 11:06:00 AM|"SPW"|46|"Male"||||"UNITED STATES"||"N"|"N"
3/7/2015 11:06:00 AM|"SPW"|22|"Male"||||"UNITED STATES"||"N"|"N"
3/7/2015 11:06:00 AM|"SPW"|52|"Male"||||"UNITED STATES"||"N"|"N"
3/7/2015 12:00:00 PM|"SPW"|37|"Male"|||"BRO"|"UNITED STATES"||"N"|"N"
3/7/2015 12:00:00 PM|"SPW"|37|"Female"||"BRO"||"UNITED STATES"||"N"|"N"
3/7/2015 2:11:00 PM|"BLW"|28|"Male"||"ONG"|"BRO"|"UNITED STATES"||"N"|"N"
3/7/2015 5:22:00 PM|"SPW"|35|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
3/8/2015 5:45:00 AM|"SPW"|22|"Female"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
3/8/2015 5:45:00 AM|"SPW"|29|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
3/8/2015 12:30:00 PM|"BLW"|36|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
3/9/2015 6:30:00 PM|"BLW"|24|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"N"
3/9/2015 7:40:00 PM|"BLW"|20|"Unknown"||||"UNITED STATES"||"N"|"N"
3/10/2015 3:02:00 PM|"BLW"|33|"Male"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
3/12/2015 5:27:00 PM|"SPW"|33|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
3/12/2015 5:27:00 PM|"SPW"|37|"Female"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
3/13/2015 3:46:00 PM|"SPW"|21|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/13/2015 3:46:00 PM|"SPW"|23|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/13/2015 4:00:00 PM|"SPW"||"Unknown"||||"UNITED STATES"||"N"|"N"
3/14/2015 10:35:00 AM|"SPW"|20|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
3/14/2015 10:35:00 AM|"SPW"|21|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
3/14/2015 10:35:00 AM|"SPW"|21|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
3/14/2015 10:48:00 AM|"BLW"|29|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
3/14/2015 10:48:00 AM|"BLW"|52|"Female"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
3/14/2015 2:38:00 PM|"BLW"|42|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"N"
3/15/2015 2:52:00 AM|"BLW"|21|"Male"||"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"||"N"|"N"
3/15/2015 2:56:00 AM|"BLW"|21|"Unknown"||||"CHINA, PEOPLES REPUBLIC OF"||"N"|"N"
3/16/2015 12:21:00 PM|"BLW"|29|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/17/2015 7:00:00 AM|"SPW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
3/17/2015 7:01:00 AM|"SPW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"Y"|"Y"
3/17/2015 7:01:00 AM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
3/17/2015 3:00:00 PM|"SPW"|26|"Male"|"DRK"|"BLK"|"BRO"|"SOMALIA"|"IN INSTITUTION"|"Y"|"N"
3/17/2015 11:34:00 PM|"BLW"|25|"Male"|"MED"|"BLK"|"BLK"|"TAIWAN"|"IN TRAVEL"|"N"|"N"
3/17/2015 11:40:00 PM|"BLW"|24|"Male"|"LBR"|"BLK"|"BRO"|"TAIWAN"|"TRAVEL/SEEKING"|"N"|"Y"
3/19/2015 2:07:00 PM|"SPW"||"Female"||"BLU"||"CANADA"||"N"|"N"
3/19/2015 10:30:00 PM|"BLW"|39|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
3/20/2015 12:10:00 PM|"BLW"|35|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
3/21/2015 11:30:00 AM|"SPW"|39|"Male"||||"UNITED STATES"||"N"|"N"
3/22/2015 7:11:00 PM|"BLW"|40|"Male"||"BLK"|"BRO"|"INDIA"||"N"|"N"
3/23/2015 8:00:00 AM|"BLW"|40|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
3/23/2015 8:00:00 AM|"BLW"|36|"Female"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
3/29/2015 1:30:00 AM|"SPW"|40|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
3/29/2015 1:30:00 AM|"SPW"|28|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
3/29/2015 1:30:00 AM|"SPW"|25|"Female"||"BLK"|"BLU"|"UNITED STATES"||"N"|"N"
3/29/2015 1:30:00 AM|"SPW"|28|"Female"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
3/30/2015 9:45:00 PM|"SPW"|31|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
3/30/2015 9:45:00 PM|"SPW"|40|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"N"
3/30/2015 9:45:00 PM|"SPW"|35|"Unknown"||||"CANADA"||"N"|"N"
4/2/2015 10:48:00 PM|"BLW"|26|"Male"||"XXX"|"BLU"|"UNITED STATES"||"N"|"N"
4/2/2015 10:48:00 PM|"BLW"|56|"Male"||"SDY"|"XXX"|"UNITED STATES"||"N"|"N"
4/2/2015 10:48:00 PM|"BLW"|31|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
4/6/2015 12:46:00 PM|"BLW"|29|"Male"|"MBR"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
4/8/2015 8:30:00 AM|"BLW"|33|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
4/10/2015 6:10:00 PM|"BLW"|50|"Female"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
4/10/2015 6:10:00 PM|"BLW"|23|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
4/16/2015 6:10:00 PM|"BLW"|22|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
4/16/2015 6:10:00 PM|"BLW"|27|"Male"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
4/17/2015 4:15:00 PM|"BLW"|19|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
4/21/2015 9:00:00 AM|"BLW"|33|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
4/21/2015 10:00:00 AM|"BLW"|28|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
4/21/2015 10:00:00 AM|"BLW"|30|"Female"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
4/24/2015 4:30:00 PM|"BLW"|52|"Male"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
4/24/2015 4:30:00 PM|"BLW"|22|"Male"||"BLN"|"HAZ"|"UNITED STATES"||"N"|"N"
4/24/2015 11:30:00 PM|"SPW"|46|"Male"||"GRY"|"GRN"|"UNITED STATES"||"N"|"N"
4/27/2015 5:51:00 PM|"BLW"|20|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
4/28/2015 11:16:00 AM|"SPW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
4/30/2015 8:45:00 PM|"SPW"|50|"Male"||||"UNITED STATES"||"N"|"N"
4/30/2015 10:00:00 PM|"BLW"|50|"Male"||"GRY"|"BRO"|"INDIA"||"N"|"N"
5/4/2015 3:03:00 AM|"BLW"||"Unknown"||||"UNKNOWN"||"N"|"N"
5/4/2015 11:47:00 AM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
5/7/2015 8:30:00 AM|"BLW"|68|"Male"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
5/7/2015 9:30:00 AM|"BLW"|26|"Female"||"BRO"|"XXX"|"UNITED STATES"||"N"|"N"
5/8/2015 6:00:00 AM|"SPW"|39|"Male"||"BLN"|"GRN"|"UNITED STATES"||"N"|"N"
5/12/2015 2:00:00 PM|"SPW"|30|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
5/17/2015 5:30:00 PM|"SPW"|23|"Male"|"LGT"|"BRO"|"BLU"|"CANADA"|"IN TRAVEL"|"N"|"Y"
5/18/2015 1:55:00 PM|"SPW"|22|"Male"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
5/19/2015 6:10:00 PM|"SPW"|37|"Male"||"BRO"|"XXX"|"UNITED STATES"||"N"|"N"
5/22/2015 5:15:00 PM|"BLW"|30|"Male"||"BLD"|"BRO"|"UNITED STATES"||"N"|"N"
5/24/2015 7:16:00 AM|"SPW"|49|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
5/26/2015 12:19:00 PM|"SPW"|49|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
6/4/2015 3:49:00 PM|"BLW"|42|"Female"|"MED"|"BLN"|"BRO"|"KAZAKHSTAN"||"N"|"N"
6/4/2015 9:45:00 PM|"SPW"|37|"Female"||"BLK"|"GRN"|"UNITED STATES"||"N"|"N"
6/4/2015 9:45:00 PM|"SPW"|65|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
6/7/2015 1:13:00 PM|"SPW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"|"Y"
6/7/2015 1:13:00 PM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"||"N"|"N"
6/8/2015 9:20:00 AM|"BLW"|46|"Female"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
6/8/2015 10:05:00 PM|"SPW"|39|"Unknown"||||"UNITED STATES"||"N"|"N"
6/13/2015 12:11:00 PM|"BLW"|29|"Female"||"BRO"|"BRO"|"IRAN"||"N"|"N"
6/17/2015 11:45:00 PM|"BLW"|47|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"|"Y"
6/19/2015 2:45:00 AM|"BLW"|28|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
6/19/2015 10:30:00 PM|"BLW"|19|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
6/20/2015 5:52:00 PM|"BLW"|19|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
6/24/2015 10:39:00 PM|"SPW"|34|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
6/26/2015 10:26:00 AM|"BLW"|63|"Male"||||"INDIA"||"N"|"N"
6/26/2015 12:20:00 PM|"BLW"|23|"Female"||"BLK"|"BRO"|"PHILIPPINES"||"N"|"N"
6/26/2015 12:20:00 PM|"BLW"|18|"Female"||"BLK"|"BRO"|"PHILIPPINES"||"N"|"N"
6/28/2015 10:58:00 PM|"SPW"|32|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
6/28/2015 10:58:00 PM|"SPW"|23|"Female"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
6/30/2015 8:00:00 AM|"BLW"|39|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
6/30/2015 2:08:00 PM|"BLW"|18|"Female"||"BLK"|"BLK"|"VIETNAM"||"N"|"N"
7/1/2015 8:00:00 AM|"BLW"|25|"Female"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
7/1/2015 9:15:00 AM|"SPW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
7/1/2015 3:00:00 PM|"SPW"|32|"Female"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
7/1/2015 10:00:00 PM|"SPW"|55|"Male"|"MED"|"BLD"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"|"Y"
7/4/2015 1:24:00 PM|"BLW"|32|"Male"||"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"||"N"|"N"
7/4/2015 2:25:00 PM|"BLW"|52|"Female"||"BRO"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"||"N"|"N"
7/4/2015 5:00:00 PM|"SPW"|29|"Unknown"||||"UNITED STATES"||"N"|"N"
7/5/2015 10:00:00 AM|"BLW"|45|"Male"||"BRO"|"BRO"|"CANADA"||"N"|"N"
7/5/2015 2:00:00 PM|"SPW"|58|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
7/5/2015 2:00:00 PM|"SPW"|53|"Female"||||"UNITED STATES"||"N"|"N"
7/6/2015 11:00:00 PM|"BLW"|24|"Male"||"BRO"|"BRO"|"MEXICO"||"N"|"N"
7/13/2015 11:02:00 AM|"SPW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
7/16/2015 9:50:00 AM|"BLW"|54|"Male"||"WHI"|"BRO"|"ROMANIA"||"N"|"N"
7/19/2015 8:38:00 PM|"BLW"|25|"Female"||"BLN"|"BRO"|"UNITED STATES"||"N"|"N"
7/20/2015 2:25:00 PM|"SPW"|28|"Male"||||"UNITED STATES"||"N"|"N"
7/20/2015 7:53:00 PM|"BLW"|57|"Male"||"BLK"||"UNITED STATES"|"IN TRAVEL"|"N"|"N"
7/21/2015 4:55:00 PM|"BLW"|34|"Male"|"MED"|"BLK"|"BLK"|"SOUTH KOREA"|"TRAVEL/SEEKING"|"N"|"Y"
7/21/2015 5:00:00 PM|"BLW"|30|"Female"||"BRO"|"BRO"|"CANADA"||"N"|"N"
7/22/2015 10:27:00 AM|"SPW"|18|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
7/25/2015 12:30:00 AM|"BLW"|42|"Female"||"BLK"||"UNITED STATES"||"N"|"N"
7/31/2015 7:00:00 AM|"SPW"|28|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
7/31/2015 7:00:00 AM|"SPW"|30|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
8/3/2015 11:02:00 AM|"SPW"|37|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
8/3/2015 12:19:00 PM|"SPW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
8/3/2015 2:07:00 PM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
8/4/2015 8:36:00 PM|"BLW"|26|"Male"|"MED"|"BLN"|"BLU"|"CANADA"|"TRAVEL/SEEKING"|"N"|"Y"
8/10/2015 1:40:00 PM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
8/10/2015 6:32:00 PM|"BLW"|47|"Unknown"||||"UNITED STATES"||"N"|"N"
8/13/2015 1:59:00 PM|"SPW"|29|"Male"|||"BLU"|"UNITED STATES"||"N"|"N"
8/17/2015 12:20:00 AM|"BLW"|42|"Female"|"DRK"|"BLK"|"BRO"|"CANADA"|"IN TRAVEL"|"N"|"Y"
8/17/2015 12:20:00 AM|"BLW"|34|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"IN TRAVEL"|"N"|"Y"
8/17/2015 12:20:00 AM|"BLW"|39|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"IN TRAVEL"|"N"|"Y"
8/17/2015 12:44:00 AM|"BLW"|15|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"IN TRAVEL"|"N"|"Y"
8/17/2015 12:44:00 AM|"BLW"|16|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"IN TRAVEL"|"N"|"Y"
8/18/2015 12:12:00 PM|"SPW"|29|"Unknown"||||"UNITED STATES"||"N"|"N"
8/19/2015 11:00:00 AM|"BLW"|48|"Male"||"GRY"|"HAZ"|"UNITED STATES"||"N"|"N"
8/21/2015 12:20:00 AM|"BLW"|17|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/21/2015 12:20:00 AM|"BLW"|33|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/21/2015 12:20:00 AM|"BLW"|18|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/24/2015 10:41:00 AM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
8/24/2015 2:00:00 PM|"SPW"|26|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
8/24/2015 5:04:00 PM|"BLW"|42|"Male"||"BLK"|"BLK"|"UNITED STATES"||"N"|"N"
8/26/2015 9:40:00 AM|"SPW"|50|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"||"N"|"N"
8/28/2015 5:24:00 PM|"BLW"|50|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/2/2015 12:52:00 PM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
9/4/2015 12:56:00 PM|"BLW"|28|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"N"
9/5/2015 8:30:00 AM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
9/6/2015 8:19:00 AM|"BLW"|58|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
9/8/2015 3:50:00 PM|"SPW"|28|"Male"||"RED"|"BLU"|"UNITED STATES"||"N"|"N"
9/8/2015 3:50:00 PM|"SPW"|20|"Female"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
9/10/2015 12:44:00 PM|"SPW"|48|"Female"||"XXX"|"XXX"|"UNITED STATES"||"N"|"N"
9/10/2015 12:44:00 PM|"SPW"|51|"Male"||||"UNITED STATES"||"N"|"N"
9/12/2015 10:30:00 AM|"BLW"|19|"Female"||"BLK"||"CANADA"||"N"|"N"
9/12/2015 10:30:00 AM|"BLW"|31|"Male"||||"CANADA"||"N"|"N"
9/13/2015 5:30:00 PM|"BLW"|35|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/14/2015 1:00:00 PM|"SPW"|21|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/15/2015 10:00:00 AM|"SPW"|58|"Unknown"||||"UNITED STATES"||"N"|"N"
9/15/2015 10:00:00 AM|"SPW"|64|"Unknown"||||"UNITED STATES"||"N"|"N"
9/16/2015 12:30:00 PM|"SPW"|45|"Female"||||"UNITED STATES"||"N"|"N"
9/16/2015 4:00:00 PM|"SPW"|23|"Female"||||"UNITED STATES"||"N"|"N"
9/16/2015 4:00:00 PM|"SPW"||"Male"||||"UNITED STATES"||"N"|"N"
9/23/2015 11:30:00 AM|"BLW"|52|"Male"||"BLK"|"BLK"|"SOUTH AFRICA"||"N"|"N"
9/25/2015 1:14:00 PM|"BLW"|23|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"N"
9/25/2015 3:15:00 PM|"SPW"|51|"Male"||||"UNITED STATES"||"N"|"N"
9/25/2015 3:15:00 PM|"SPW"|49|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/25/2015 3:15:00 PM|"SPW"|38|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/25/2015 3:15:00 PM|"SPW"|29|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/25/2015 3:15:00 PM|"SPW"|57|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/28/2015 2:40:00 PM|"SPW"|35|"Male"|"MED"|"BLK"|"BRO"|"TURKEY"|"TRAVEL/SEEKING"|"N"|"Y"
9/29/2015 11:48:00 AM|"SPW"|44|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
9/29/2015 9:18:00 PM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"IN TRAVEL"|"N"|"Y"
9/29/2015 9:18:00 PM|"BLW"|40|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"|"Y"
9/30/2015 4:50:00 PM|"BLW"|26|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"|"Y"
10/1/2015 8:20:00 PM|"BLW"|34|"Male"||"BLK"|"BRO"|"TANZANIA"||"N"|"N"
10/3/2015 1:03:00 AM|"BLW"|24|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
10/5/2015 2:30:00 PM|"BLW"|64|"Male"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
10/6/2015 5:30:00 PM|"BLW"|31|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
10/6/2015 5:30:00 PM|"BLW"|21|"Female"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
